sample-id,cow,day,diet.in.period.1,diet,period,lactation.number,dim,extraction.batch,pcr.batch,dna.concentration.nanodrop,dna.concentration.naodrop.qubit,stolen.food,antibiotic.treatment,other,milk.per.milking1.kg,average.milk.per.milking.kg,daily.total.milk.yield.kg,butterfat.milking1.beforesample,butterfat.average.beforesample,protein.milking1.beforesample,protein.average.beforesample,lactose.milking1.beforesample,lactose.average.beforesample,SNF.milking1.beforesample,SNF.average.beforesample,SCCx1000.milking1.beforesample,SCCx1000.average.beforesample,MUN.milking1.beforesample,MUN.average.beforesample,butterfat.milking1.aftersample,butterfat.average.aftersample,protein.milking1.aftersample,protein.average.aftersample,lactose.milking1.aftersample,lactose.average.aftersample,SNF.milking1.aftersample,SNF.average.aftersample,SCCx1000.milking1.aftersample,SCCx1000.average.aftersaple,MUN.milking1.aftersample,MUN.average.aftersample,reads.per.sample.post.filtering,bin.reads.per.sample.post.filtering,low.DNA.yield.sample
5808-D5,5808,5,A,B,p_2,2,259,12,2,5.515,2.82,no,none,na,12.24698,11.052525,33.15758,4.56,4.796666667,3.42,3.423333333,4.86,4.88,9.24,9.263333333,32,55,8.5,9.433333333,4.65,4.97,3.44,3.466666667,4.85,4.863333333,9.3,9.343333333,40,51.33333333,9.6,11,4324,1000,cow
5808-D6,5808,6,A,B,p_2,2,260,14,2,6.455,4.16,no,none,na,13.69848,10.82572967,32.47719,4.56,4.796666667,3.42,3.423333333,4.86,4.88,9.24,9.263333333,32,55,8.5,9.433333333,4.65,4.97,3.44,3.466666667,4.85,4.863333333,9.3,9.343333333,40,51.33333333,9.6,11,25279,10000,cow
5823-D1,5823,1,B,common,p_0,2,131,43,5,1.796,0.478,no,none,na,14.06135,11.83875333,35.51625,3.99,4.186666667,3.3,3.326666667,4.62,4.646666667,8.84,8.916666667,2280,2259,10.4,11.13333333,5.45,4.956666667,3.19,3.25,4.28,4.446666667,8.48,8.683333333,1273,1721.666667,12.2,13.66666667,6917,1000,cow
5823-D2,5823,2,B,common,p_0,2,132,11,2,12.75,12.75,no,none,na,13.74384,11.59683667,34.79051,3.99,4.186666667,3.3,3.326666667,4.62,4.646666667,8.84,8.916666667,2280,2259,10.4,11.13333333,5.45,4.956666667,3.19,3.25,4.28,4.446666667,8.48,8.683333333,1273,1721.666667,12.2,13.66666667,2645,1000,cow
5823-D3,5823,3,B,B,p_1,2,170,22,3,6.267,1.82,no,none,na,10.75013,9.540551333,28.62166,3.55,4.253333333,3.32,3.323333333,4.57,4.633333333,8.87,8.936666667,532,393.3333333,10.6,11.8,4.24,4.26,3.3,3.346666667,4.61,4.656666667,8.91,8.986666667,631,795.3333333,10.5,11.43333333,7789,1000,cow
5823-D4,5823,4,B,B,p_1,2,171,3,1,5.829,6.4,no,none,na,12.5645,10.14534167,30.43602,3.55,4.253333333,3.32,3.323333333,4.57,4.633333333,8.87,8.936666667,532,393.3333333,10.6,11.8,4.24,4.26,3.3,3.346666667,4.61,4.656666667,8.91,8.986666667,631,795.3333333,10.5,11.43333333,28628,10000,cow
5823-D5,5823,5,B,A,p_2,2,240,19,3,12.836,4.72,no,none,na,11.47588,9.434714333,28.30414,3.76,4.063333333,3.57,3.58,4.63,4.646666667,9.13,9.156666667,226,256.3333333,9.3,10.2,3.6,4.136666667,3.55,3.556666667,4.6,4.596666667,9.13,9.126666667,439,513.6666667,11.7,11.16666667,10403,10000,cow
5823-D6,5823,6,B,A,p_2,2,241,15,2,12.551,12.551,no,none,na,10.65941,5.911815,17.73545,3.76,4.063333333,3.57,3.58,4.63,4.646666667,9.13,9.156666667,226,256.3333333,9.3,10.2,3.6,4.136666667,3.55,3.556666667,4.6,4.596666667,9.13,9.126666667,439,513.6666667,11.7,11.16666667,8629,1000,cow
5828-D1,5828,1,A,common,p_0,2,94,42,5,2.356,1.65,no,none,na,16.60147,17.13065833,51.2559,3.63,4.363333333,3,3.03,4.94,4.943333333,8.88,8.94,111,135,8.4,9.633333333,2.47,4.02,2.91,2.923333333,4.99,4.963333333,8.84,8.826666667,72,104.3333333,8.4,10.46666667,5169,1000,cow
5828-D2,5828,2,A,common,p_0,2,95,37,5,3.457,0.0708,no,none,na,14.74174,12.14114667,36.42344,3.63,4.363333333,3,3.03,4.94,4.943333333,8.88,8.94,111,135,8.4,9.633333333,2.47,4.02,2.91,2.923333333,4.99,4.963333333,8.84,8.826666667,72,104.3333333,8.4,10.46666667,705,100,cow
5828-D3,5828,3,A,A,p_1,2,133,22,3,4.316,0.786,no,none,na,10.38726,12.352824,37.05847,3.65,4.04,3.29,3.256666667,5,4.94,9.2,9.103333333,80,75.33333333,9.4,9.766666667,3.01,3.903333333,3.23,3.246666667,4.8,4.833333333,8.96,8.993333333,90,87.66666667,8.8,9.6,31480,10000,cow
5828-D4,5828,4,A,A,p_1,2,134,36,4,6.551,2.46,no,none,na,12.65522,11.294442,33.88332,3.65,4.04,3.29,3.256666667,5,4.94,9.2,9.103333333,80,75.33333333,9.4,9.766666667,3.01,3.903333333,3.23,3.246666667,4.8,4.833333333,8.96,8.993333333,90,87.66666667,8.8,9.6,126023,100000,cow
5828-D5,5828,5,A,B,p_2,2,203,13,2,5.776,1.98,no,none,na,12.24698,9.328874333,27.98663,4.55,4.793333333,3.17,3.14,4.68,4.646666667,8.83,8.76,150,136.6666667,7.7,8.7,4.83,5.843333333,3.23,3.17,4.64,4.546666667,8.9,8.756666667,154,197,8.9,10.96666667,13262,10000,cow
5828-D6,5828,6,A,B,p_2,2,204,45,6,5.498,3.85,no,none,na,10.93157,9.071840667,27.21552,4.55,4.793333333,3.17,3.14,4.68,4.646666667,8.83,8.76,150,136.6666667,7.7,8.7,4.83,5.843333333,3.23,3.17,4.64,4.546666667,8.9,8.756666667,154,197,8.9,10.96666667,4982,1000,cow
5834-D1,5834,1,A,common,p_0,2,125,33,4,3.165,3.92,no,none,na,22.18065,17.29697333,51.70949,4.05,3.79,2.87,3.013333333,4.89,5.01,8.64,8.946666667,25,42,8.9,11.66666667,2.81,3.52,2.91,2.933333333,4.98,5.016666667,8.72,8.78,20,34.66666667,11.3,12.86666667,548,100,cow
5834-D2,5834,2,A,common,p_0,2,126,10,2,4.181,1.08,no,none,na,18.86943,16.79802333,50.34871,4.05,3.79,2.87,3.013333333,4.89,5.01,8.64,8.946666667,25,42,8.9,11.66666667,2.81,3.52,2.91,2.933333333,4.98,5.016666667,8.72,8.78,20,34.66666667,11.3,12.86666667,12807,10000,cow
5834-D3,5834,3,A,A,p_1,2,164,23,3,4.702,1.13,no,none,na,17.69009,15.36165,46.26638,2.67,3.086666667,3.16,3.153333333,5.04,5.06,9.03,9.03,25,27.33333333,11.1,11.73333333,3.57,3.24,3.15,3.19,4.94,4.99,8.9,9.01,19,40,8.9,9.5,8206,1000,cow
5834-D4,5834,4,A,A,p_1,2,165,34,4,1.767,1.29,no,none,na,19.86733,16.22347333,48.53434,2.67,3.086666667,3.16,3.153333333,5.04,5.06,9.03,9.03,25,27.33333333,11.1,11.73333333,3.57,3.24,3.15,3.19,4.94,4.99,8.9,9.01,19,40,8.9,9.5,5520,1000,cow
5834-D4-B,5834,4,A,A,p_1,2,165,48,6,1.571,0.836,no,none,na,19.86733,16.22347333,48.53434,2.67,3.086666667,3.16,3.153333333,5.04,5.06,9.03,9.03,25,27.33333333,11.1,11.73333333,3.57,3.24,3.15,3.19,4.94,4.99,8.9,9.01,19,40,8.9,9.5,796,100,cow
5834-D5,5834,5,A,B,p_2,2,234,11,2,5.063,2.49,no,none,na,14.28815,12.08066867,36.242,3.87,4.013333333,3.19,3.17,4.84,4.816666667,8.95,8.91,72,84,7.9,8.933333333,3.49,4.163333333,3.25,3.266666667,4.78,4.853333333,8.98,9.06,96,90.66666667,7.9,9.666666667,97110,10000,cow
5834-D6,5834,6,A,B,p_2,2,235,44,6,6.624,4.52,no,none,na,14.87782,9.464954667,28.39486,3.87,4.013333333,3.19,3.17,4.84,4.816666667,8.95,8.91,72,84,7.9,8.933333333,3.49,4.163333333,3.25,3.266666667,4.78,4.853333333,8.98,9.06,96,90.66666667,7.9,9.666666667,10276,10000,cow
5838-D1,5838,1,A,common,p_0,2,140,31,4,22.243,22.243,no,none,na,15.42213,13.22976667,39.6893,4.08,4,3.03,2.963333333,4.99,5.046666667,8.94,8.926666667,413,1681.333333,9.4,9.8,3.48,3.706666667,3.11,3.12,5.01,5.033333333,9,9.033333333,250,271.3333333,10.4,11.93333333,1829,1000,cow
5838-D2,5838,2,A,common,p_0,2,141,26,3,7.468,5.88,no,none,na,15.785,12.64009667,37.92029,4.08,4,3.03,2.963333333,4.99,5.046666667,8.94,8.926666667,413,1681.333333,9.4,9.8,3.48,3.706666667,3.11,3.12,5.01,5.033333333,9,9.033333333,250,271.3333333,10.4,11.93333333,142,100,cow
5838-D3,5838,3,A,A,p_1,2,179,6,1,9.264,5.8,no,none,na,14.74174,12.4889,37.4667,3.51,3.523333333,3.14,3.203333333,4.95,4.99,8.94,9.04,398,438.3333333,7.8,8.5,3.22,3.54,3.2,3.23,4.97,5.003333333,9,9.073333333,424,541.6666667,8.8,9.766666667,29285,10000,cow
5838-D4,5838,4,A,A,p_1,2,180,35,5,7.3,6.6,no,none,na,15.60356,13.01809,39.05427,3.51,3.523333333,3.14,3.203333333,4.95,4.99,8.94,9.04,398,438.3333333,7.8,8.5,3.22,3.54,3.2,3.23,4.97,5.003333333,9,9.073333333,424,541.6666667,8.8,9.766666667,3264,1000,cow
5838-D5,5838,5,A,B,p_2,2,249,18,2,15.277,6.84,no,none,na,10.20582,8.769444667,26.30834,3.67,4.183333333,3.31,3.286666667,4.91,4.896666667,9.15,9.11,153,186,6.6,7.366666667,3.94,4.3,3.32,3.303333333,4.92,4.893333333,9.16,9.12,57,57.66666667,8.4,9.733333333,10167,10000,cow
5838-D6,5838,6,A,B,p_2,2,250,28,4,8.378,6.68,no,none,na,9.979024,8.618248,25.85474,3.67,4.183333333,3.31,3.286666667,4.91,4.896666667,9.15,9.11,153,186,6.6,7.366666667,3.94,4.3,3.32,3.303333333,4.92,4.893333333,9.16,9.12,57,57.66666667,8.4,9.733333333,10377,10000,cow
5840-D1,5840,1,A,common,p_0,2,137,31,4,4.402,0.195,no,none,na,23.45071,19.71613333,58.96696,3,3.223333333,2.67,2.783333333,4.93,4.986666667,8.42,8.636666667,13,27,8.6,10.4,2.99,3.363333333,2.68,2.71,4.96,4.983333333,8.55,8.596666667,12,14,8,12.66666667,2142,1000,cow
5840-D2,5840,2,A,common,p_0,2,138,11,2,4.183,0.175,no,none,na,23.35999,17.43305333,52.16308,3,3.223333333,2.67,2.783333333,4.93,4.986666667,8.42,8.636666667,13,27,8.6,10.4,2.99,3.363333333,2.68,2.71,4.96,4.983333333,8.55,8.596666667,12,14,8,12.66666667,8981,1000,cow
5840-D3,5840,3,A,A,p_1,2,176,6,1,4.207,0.444,no,none,na,24.13109,17.58425,52.61667,3.12,3.416666667,2.85,2.93,4.93,4.996666667,8.68,8.836666667,16,25.66666667,8.1,9.6,3.24,3.106666667,2.82,2.933333333,4.95,4.98,8.67,8.823333333,22,29,8.3,9.033333333,6276,1000,cow
5840-D4,5840,4,A,A,p_1,2,177,41,5,3.277,1.33,no,none,na,20.54772,17.47841333,52.61667,3.12,3.416666667,2.85,2.93,4.93,4.996666667,8.68,8.836666667,16,25.66666667,8.1,9.6,3.24,3.106666667,2.82,2.933333333,4.95,4.98,8.67,8.823333333,22,29,8.3,9.033333333,14216,10000,cow
5840-D5,5840,5,A,B,p_2,2,246,18,2,1.681,0.802,no,none,na,16.60147,12.82153667,38.4646,4.11,3.84,3.01,3.11,4.73,4.79,8.67,8.846666667,42,44.66666667,8,9.2,3.72,3.856666667,3.03,3.02,4.81,4.756666667,8.82,8.773333333,53,71,9.1,10.26666667,17220,10000,cow
5840-D5-B,5840,5,A,B,p_2,2,246,48,6,0.824,0.626,no,none,na,16.60147,12.82153667,38.4646,4.11,3.84,3.01,3.11,4.73,4.79,8.67,8.846666667,42,44.66666667,8,9.2,3.72,3.856666667,3.03,3.02,4.81,4.756666667,8.82,8.773333333,53,71,9.1,10.26666667,2645,1000,cow
5840-D6,5840,6,A,B,p_2,2,247,28,4,2.95,0.806,no,none,na,13.87992,12.26210333,36.78631,4.11,3.84,3.01,3.11,4.73,4.79,8.67,8.846666667,42,44.66666667,8,9.2,3.72,3.856666667,3.03,3.02,4.81,4.756666667,8.82,8.773333333,53,71,9.1,10.26666667,3230,1000,cow
5844-D1,5844,1,A,common,p_0,2,128,42,5,0.695,0.0652,no,none,na,18.50655,14.21255,42.63765,3.93,4.433333333,2.98,3.063333333,4.87,4.913333333,8.72,8.883333333,13,15.33333333,11.1,12.5,3.71,4.556666667,3.03,3.096666667,4.89,4.913333333,8.78,8.873333333,19,72.66666667,11.3,14.33333333,454,100,cow
5844-D1-B,5844,1,A,common,p_0,2,128,47,6,2.74,0.0848,no,none,na,18.50655,14.21255,42.63765,3.93,4.433333333,2.98,3.063333333,4.87,4.913333333,8.72,8.883333333,13,15.33333333,11.1,12.5,3.71,4.556666667,3.03,3.096666667,4.89,4.913333333,8.78,8.873333333,19,72.66666667,11.3,14.33333333,96,10,cow
5844-D2,5844,2,A,common,p_0,2,129,11,2,3.267,0.119,no,none,na,20.457,14.62078333,43.86235,3.93,4.433333333,2.98,3.063333333,4.87,4.913333333,8.72,8.883333333,13,15.33333333,11.1,12.5,3.71,4.556666667,3.03,3.096666667,4.89,4.913333333,8.78,8.873333333,19,72.66666667,11.3,14.33333333,15631,10000,cow
5844-D3,5844,3,A,A,p_1,2,167,23,3,2.397,0.246,no,none,na,14.74174,13.15416667,39.4625,6.91,5.49,3.18,3.403333333,4.48,4.743333333,8.55,9.02,58,45.66666667,10.2,11.33333333,5.35,5.006666667,3.31,3.433333333,4.75,4.846666667,8.94,9.166666667,51,50,10.4,12.26666667,71063,10000,cow
5844-D4,5844,4,A,A,p_1,2,168,1,1,2.67,0.718,no,none,na,14.83246,12.38306,37.14918,6.91,5.49,3.18,3.403333333,4.48,4.743333333,8.55,9.02,58,45.66666667,10.2,11.33333333,5.35,5.006666667,3.31,3.433333333,4.75,4.846666667,8.94,9.166666667,51,50,10.4,12.26666667,35215,10000,cow
5844-D5,5844,5,A,B,p_2,2,237,13,2,3.712,0.55,no,none,na,11.47588,9.585911667,28.75773,4.44,4.82,3.42,3.44,4.72,4.703333333,9.06,9.073333333,41,275.6666667,10.4,11.96666667,4.11,4.75,3.44,3.463333333,4.75,4.766666667,9.07,9.133333333,217,106.6666667,10.1,12.86666667,24077,10000,cow
5844-D6,5844,6,A,B,p_2,2,238,44,6,4.7,0.61,no,none,na,12.51914,9.948784667,29.84635,4.44,4.82,3.42,3.44,4.72,4.703333333,9.06,9.073333333,41,275.6666667,10.4,11.96666667,4.11,4.75,3.44,3.463333333,4.75,4.766666667,9.07,9.133333333,217,106.6666667,10.1,12.86666667,2296,1000,cow
5849-D1,5849,1,A,common,p_0,2,128,29,4,5.12,0.204,no,none,nomilksample.onday1.Nov25,19.82197,16.81314333,50.34871,3.42,3.516666667,2.79,2.883333333,4.99,5.04,8.69,8.873333333,24,15.66666667,8.7,10.83333333,3.18,3.383333333,2.81,2.853333333,4.97,5.006666667,8.7,8.79,11,17.33333333,9.8,12.23333333,1792,1000,cow
5849-D3,5849,3,A,A,p_1,2,167,22,3,2.543,0.218,no,none,nomilksample.onday1.Nov25,18.2344,12.97273067,38.91819,3.16,3.393333333,3.02,3.073333333,4.93,4.94,8.87,8.96,15,15.66666667,8.2,8.533333333,3.02,3.256666667,3.02,3.106666667,4.99,5.01,8.89,9.04,21,21.66666667,6.9,7.966666667,10678,10000,cow
5849-D4,5849,4,A,A,p_1,2,168,34,4,2.488,3.32,no,none,nomilksample.onday1.Nov25,19.09622,15.83036,47.62716,3.16,3.393333333,3.02,3.073333333,4.93,4.94,8.87,8.96,15,15.66666667,8.2,8.533333333,3.02,3.256666667,3.02,3.106666667,4.99,5.01,8.89,9.04,21,21.66666667,6.9,7.966666667,25,10,cow
5849-D5,5849,5,A,B,p_2,2,237,13,2,3.679,0.173,no,none,nomilksample.onday1.Nov25,15.33141,12.95761333,38.87283,3.79,3.786666667,2.9,2.936666667,4.97,4.963333333,8.82,8.856666667,30,37.66666667,7.2,8,3.81,3.703333333,3.01,2.996666667,5.02,4.913333333,9.07,8.946666667,41,34,6.6,8.633333333,4840,1000,cow
5849-D6,5849,6,A,B,p_2,2,238,45,6,3.58,0.716,no,none,nomilksample.onday1.Nov25,15.51285,13.5624,40.6872,3.79,3.786666667,2.9,2.936666667,4.97,4.963333333,8.82,8.856666667,30,37.66666667,7.2,8,3.81,3.703333333,3.01,2.996666667,5.02,4.913333333,9.07,8.946666667,41,34,6.6,8.633333333,2520,1000,cow
5858-D1,5858,1,B,common,p_0,2,107,31,4,4.644,0.532,no,none,na,18.68799,15.16509333,45.3592,4.4,4.52,2.94,3,4.92,4.96,8.76,8.87,16,15.33333333,10.4,11.8,5.43,5.24,3.38,3.076666667,4.67,4.896666667,9.11,8.923333333,43,47,18.9,18.53333333,9656,1000,cow
5858-D2,5858,2,B,common,p_0,2,108,24,4,3.679,0.338,no,none,na,20.91059,15.24069,45.81279,4.4,4.52,2.94,3,4.92,4.96,8.76,8.87,16,15.33333333,10.4,11.8,5.43,5.24,3.38,3.076666667,4.67,4.896666667,9.11,8.923333333,43,47,18.9,18.53333333,13304,10000,cow
5858-D3,5858,3,B,B,p_1,2,146,6,1,3.732,0.91,no,none,na,13.97063,11.80851067,35.42554,4.28,4.663333333,3.02,3.063333333,4.81,4.783333333,8.68,8.693333333,83,93,9.6,11.66666667,3.45,4.57,3.04,3.063333333,4.85,4.836666667,8.74,8.733333333,77,88.33333333,11.1,12.66666667,13149,10000,cow
5858-D4,5858,4,B,B,p_1,2,147,41,5,2.797,1.01,no,none,na,13.5624,11.3398,34.0194,4.28,4.663333333,3.02,3.063333333,4.81,4.783333333,8.68,8.693333333,83,93,9.6,11.66666667,3.45,4.57,3.04,3.063333333,4.85,4.836666667,8.74,8.733333333,77,88.33333333,11.1,12.66666667,797,100,cow
5858-D5,5858,5,B,A,p_2,2,216,20,3,2.888,0.822,no,none,na,15.37677,12.32258333,36.96775,3.96,4.696666667,3.38,3.383333333,4.98,4.966666667,9.25,9.256666667,30,36.33333333,7.5,9.1,3.72,4.283333333,3.39,3.403333333,4.98,4.976666667,9.27,9.286666667,43,40.33333333,9.2,10,10162,10000,cow
5858-D6,5858,6,B,A,p_2,2,217,16,2,3.615,0.642,no,none,na,12.06555,14.36374667,43.09124,3.96,4.696666667,3.38,3.383333333,4.98,4.966666667,9.25,9.256666667,30,36.33333333,7.5,9.1,3.72,4.283333333,3.39,3.403333333,4.98,4.976666667,9.27,9.286666667,43,40.33333333,9.2,10,27,10,cow
5862-D1,5862,1,B,common,p_0,2,91,42,5,0.894,0.322,no,none,na,17.10042,15.22557,45.81279,3.68,3.716666667,2.75,2.8,5.06,5.08,8.69,8.763333333,15,46.66666667,10.1,10.46666667,3.29,3.39,2.81,2.836666667,5.05,5.08,8.73,8.796666667,11,13,10.2,12.23333333,282,100,cow
5862-D1-B,5862,1,B,common,p_0,2,91,47,6,3.592,0.308,no,none,na,17.10042,15.22557,45.81279,3.68,3.716666667,2.75,2.8,5.06,5.08,8.69,8.763333333,15,46.66666667,10.1,10.46666667,3.29,3.39,2.81,2.836666667,5.05,5.08,8.73,8.796666667,11,13,10.2,12.23333333,133,100,cow
5862-D2,5862,2,B,common,p_0,2,92,38,5,1.89,0.846,no,none,na,17.78081,15.86060333,47.62716,3.68,3.716666667,2.75,2.8,5.06,5.08,8.69,8.763333333,15,46.66666667,10.1,10.46666667,3.29,3.39,2.81,2.836666667,5.05,5.08,8.73,8.796666667,11,13,10.2,12.23333333,876,100,cow
5862-D2-B,5862,2,B,common,p_0,2,92,49,6,2.376,0.326,no,none,na,17.78081,15.86060333,47.62716,3.68,3.716666667,2.75,2.8,5.06,5.08,8.69,8.763333333,15,46.66666667,10.1,10.46666667,3.29,3.39,2.81,2.836666667,5.05,5.08,8.73,8.796666667,11,13,10.2,12.23333333,367,100,cow
5862-D3,5862,3,B,B,p_1,2,130,6,1,3.257,0.366,no,none,na,17.78081,14.36374667,43.09124,4.09,3.766666667,2.75,2.81,4.97,5.016666667,8.59,8.716666667,11,54.66666667,9.5,11.3,3.67,3.63,2.76,2.833333333,4.97,5.013333333,8.61,8.733333333,13,20.66666667,10,10.93333333,8834,1000,cow
5862-D4,5862,4,B,B,p_1,2,131,43,5,7.316,5.16,no,none,na,15.42213,13.65312,40.95936,4.09,3.766666667,2.75,2.81,4.97,5.016666667,8.59,8.716666667,11,54.66666667,9.5,11.3,3.67,3.63,2.76,2.833333333,4.97,5.013333333,8.61,8.733333333,13,20.66666667,10,10.93333333,5182,1000,cow
5862-D5,5862,5,B,A,p_2,2,200,19,3,3.135,0.816,no,none,na,16.73754,14.18230667,42.54693,3.51,3.546666667,2.91,2.96,5,5.026666667,8.79,8.89,18,20.66666667,8,8.6,3.31,3.31,3,3.013333333,4.95,4.976666667,8.87,8.916666667,25,27.66666667,8.9,9.533333333,4975,1000,cow
5862-D6,5862,6,B,A,p_2,2,201,15,2,3.537,1.13,no,none,na,16.28395,14.06135333,42.18406,3.51,3.546666667,2.91,2.96,5,5.026666667,8.79,8.89,18,20.66666667,8,8.6,3.31,3.31,3,3.013333333,4.95,4.976666667,8.87,8.916666667,25,27.66666667,8.9,9.533333333,4324,1000,cow
6058-D1,6058,1,B,common,p_0,1,129,30,4,2.966,0.752,no,none,na,16.05716,13.06345333,39.19035,2.73,3.026666667,2.54,2.566666667,4.91,4.95,8.22,8.296666667,48,55,14.4,16.06666667,2.79,3.096666667,2.55,2.59,4.89,4.943333333,8.25,8.326666667,55,62.66666667,17.4,19.7,2892,1000,cow
6058-D2,6058,2,B,common,p_0,1,130,37,5,1.823,0.61,no,none,na,15.96644,12.89713333,38.6914,2.73,3.026666667,2.54,2.566666667,4.91,4.95,8.22,8.296666667,48,55,14.4,16.06666667,2.79,3.096666667,2.55,2.59,4.89,4.943333333,8.25,8.326666667,55,62.66666667,17.4,19.7,2042,1000,cow
6058-D2-B,6058,2,B,common,p_0,1,130,49,6,7.39,4.48,no,none,na,15.96644,12.89713333,38.6914,2.73,3.026666667,2.54,2.566666667,4.91,4.95,8.22,8.296666667,48,55,14.4,16.06666667,2.79,3.096666667,2.55,2.59,4.89,4.943333333,8.25,8.326666667,55,62.66666667,17.4,19.7,101,100,cow
6058-D3,6058,3,B,B,p_1,1,168,7,1,2.807,0.31,no,none,na,14.28815,12.44354,37.33062,3.11,3.196666667,2.52,2.606666667,4.97,4.986666667,8.32,8.39,38,38,14.6,17.23333333,3.08,3.23,2.59,2.646666667,5,5.01,8.39,8.473333333,28,33.66666667,16.3,16.3,15924,10000,cow
6058-D4,6058,4,B,B,p_1,1,169,40,5,7.349,4.2,no,none,na,14.24279,11.86899,35.60697,3.11,3.196666667,2.52,2.606666667,4.97,4.986666667,8.32,8.39,38,38,14.6,17.23333333,3.08,3.23,2.59,2.646666667,5,5.01,8.39,8.473333333,28,33.66666667,16.3,16.3,9393,1000,cow
6058-D5,6058,5,B,A,p_2,1,238,20,3,2.99,0.584,no,none,na,13.92527,11.76315,35.28946,2.97,3.2,2.67,2.67,5.14,5.13,8.63,8.606666667,41,87,15.2,15.46666667,2.79,3.043333333,2.78,2.85,5.01,5.006666667,8.56,8.636666667,39,48.33333333,17.3,19.2,35235,10000,cow
6058-D6,6058,6,B,A,p_2,1,239,27,3,3.402,0.448,no,none,na,14.96854,11.793392,35.38018,2.97,3.2,2.67,2.67,5.14,5.13,8.63,8.606666667,41,87,15.2,15.46666667,2.79,3.043333333,2.78,2.85,5.01,5.006666667,8.56,8.636666667,39,48.33333333,17.3,19.2,56461,10000,cow
6076-D1,6076,1,A,common,p_0,1,130,34,4,4.865,1.54,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,16.82826,13.54728,40.64184,3.19,3.27,2.72,2.76,5.03,5.023333333,8.69,8.74,92,100,11,11.2,2.92,3.253333333,2.69,2.676666667,5.02,5.02,8.72,8.716666667,110,129.3333333,14.1,13.86666667,12711,10000,cow
6076-D2,6076,2,A,common,p_0,1,131,11,2,5.375,2,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,16.91898,13.89503333,41.6851,3.19,3.27,2.72,2.76,5.03,5.023333333,8.69,8.74,92,100,11,11.2,2.92,3.253333333,2.69,2.676666667,5.02,5.02,8.72,8.716666667,110,129.3333333,14.1,13.86666667,735,100,cow
6076-D3,6076,3,A,A,p_1,1,169,8,1,3.27,1.38,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,15.96644,14.33350667,43.00052,2.62,2.79,2.94,2.98,4.94,5,8.86,8.993333333,100,143.6666667,9.1,8.833333333,3.18,3.04,2.88,2.916666667,5,5.016666667,8.82,8.893333333,176,143.3333333,8.5,8.9,2788,1000,cow
6076-D4,6076,4,A,A,p_1,1,170,36,4,6.102,2.64,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,15.96644,13.77408,41.32223,2.62,2.79,2.94,2.98,4.94,5,8.86,8.993333333,100,143.6666667,9.1,8.833333333,3.18,3.04,2.88,2.916666667,5,5.016666667,8.82,8.893333333,176,143.3333333,8.5,8.9,19746,10000,cow
6076-D5,6076,5,A,B,p_2,1,239,18,2,25.369,6.16,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,14.10671,11.052526,33.15758,3.55,3.57,2.77,2.77,4.7,4.626666667,8.42,8.333333333,2321,2067.333333,6.8,7.866666667,3.58,3.793333333,2.97,3,4.85,4.896666667,8.87,8.956666667,244,256.6666667,9,11.2,688,100,cow
6076-D6,6076,6,A,B,p_2,1,240,46,6,33.487,33.487,no,yes,mastitis.antibiotic.treatment.spectramast.inperiod2,14.24279,11.490997,34.47299,3.55,3.57,2.77,2.77,4.7,4.626666667,8.42,8.333333333,2321,2067.333333,6.8,7.866666667,3.58,3.793333333,2.97,3,4.85,4.896666667,8.87,8.956666667,244,256.6666667,9,11.2,2137,1000,cow
6090-D1,6090,1,B,common,p_0,1,142,42,5,1.873,0.452,no,none,na,20.09413,16.01179667,48.08075,3.73,3.8,3.01,3.056666667,5.15,5.193333333,9.07,9.173333333,19,22,9.7,10.83333333,3.47,3.756666667,3.06,3.043333333,5.14,5.15,9.05,9.033333333,26,35.33333333,11.2,12.53333333,345,100,cow
6090-D1-B,6090,1,B,common,p_0,1,142,49,6,1.747,0.422,no,none,na,20.09413,16.01179667,48.08075,3.73,3.8,3.01,3.056666667,5.15,5.193333333,9.07,9.173333333,19,22,9.7,10.83333333,3.47,3.756666667,3.06,3.043333333,5.14,5.15,9.05,9.033333333,26,35.33333333,11.2,12.53333333,70,10,cow
6090-D2,6090,2,B,common,p_0,1,143,9,1,4.203,0.892,no,none,na,18.0076,15.45236667,46.26638,3.73,3.8,3.01,3.056666667,5.15,5.193333333,9.07,9.173333333,19,22,9.7,10.83333333,3.47,3.756666667,3.06,3.043333333,5.14,5.15,9.05,9.033333333,26,35.33333333,11.2,12.53333333,2400,1000,cow
6090-D3,6090,3,B,B,p_1,1,181,7,1,3.859,0.784,no,none,na,15.10461,12.77617333,38.32852,3.67,3.89,3.01,3.033333333,5.05,5.056666667,8.94,8.963333333,24,26.33333333,9.2,11.03333333,3.62,3.713333333,3.02,3.023333333,5.08,5.086666667,8.98,8.966666667,56,37.33333333,7.7,9.033333333,60482,10000,cow
